gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,year,state
female,group A,some college,standard,completed,72,79,82,2018,Illinois
male,group E,associate's degree,standard,completed,94,85,82,2015,Wisconsin
female,group D,associate's degree,free/reduced,none,46,56,57,2020,Missouri
female,group B,master's degree,standard,none,77,90,84,2016,Texas
female,group B,high school,free/reduced,completed,76,85,82,2020,Pennsylvania
female,group C,associate's degree,standard,completed,52,59,62,2020,Indiana
male,group C,bachelor's degree,standard,completed,91,81,79,2015,Florida
female,group B,some high school,standard,completed,32,51,44,2019,Colorado
female,group E,some high school,free/reduced,none,72,79,77,2020,Washington
female,group B,some college,standard,none,19,38,32,2020,Texas
male,group C,associate's degree,free/reduced,none,68,65,61,2017,Michigan
female,group C,master's degree,free/reduced,none,52,65,61,2015,Indiana
female,group B,high school,standard,none,48,62,60,2016,Washington
female,group D,some college,free/reduced,none,60,66,70,2017,Ohio
male,group D,high school,free/reduced,none,66,74,69,2016,Florida
male,group E,some high school,standard,completed,89,84,77,2018,Ohio
female,group B,high school,standard,none,42,52,51,2018,Maryland
female,group E,associate's degree,free/reduced,completed,57,68,73,2016,Wisconsin
male,group D,high school,standard,none,70,70,70,2015,Florida
female,group E,associate's degree,free/reduced,none,70,84,81,2020,Michigan
male,group E,some college,standard,none,69,60,54,2017,Florida
female,group C,associate's degree,standard,none,52,55,57,2019,Ohio
male,group C,some high school,standard,completed,67,73,68,2020,Maryland
male,group C,some high school,standard,completed,76,80,73,2020,Washington
female,group E,associate's degree,standard,none,87,94,95,2015,Illinois
female,group B,some college,standard,none,82,85,87,2015,Michigan
female,group C,some college,standard,none,73,76,78,2020,Arizona
male,group A,some college,free/reduced,none,75,81,74,2018,Florida
female,group D,some college,free/reduced,none,64,74,75,2015,New York
female,group E,high school,free/reduced,none,41,45,40,2018,Illinois
male,group C,high school,standard,none,90,75,69,2020,Washington
male,group B,bachelor's degree,standard,none,59,54,51,2015,Michigan
male,group A,some high school,standard,none,51,31,36,2017,North Carolina
male,group A,high school,free/reduced,none,45,47,49,2017,Indiana
female,group C,master's degree,standard,completed,54,64,67,2020,Massachusetts
male,group E,some high school,standard,completed,87,84,76,2016,Wisconsin
female,group C,high school,standard,none,72,80,83,2020,Arizona
male,group B,some high school,standard,completed,94,86,87,2015,Maryland
female,group A,bachelor's degree,standard,none,45,59,64,2015,Colorado
male,group D,bachelor's degree,free/reduced,completed,61,70,76,2017,Florida
female,group B,high school,free/reduced,none,60,72,68,2015,Virginia
female,group C,some high school,standard,none,77,91,88,2016,Indiana
female,group A,some high school,standard,completed,85,90,92,2016,Texas
female,group D,bachelor's degree,free/reduced,none,78,90,93,2017,Texas
male,group E,some college,free/reduced,completed,49,52,51,2017,Maryland
female,group B,high school,free/reduced,none,71,87,82,2019,Illinois
female,group C,some high school,free/reduced,none,48,58,52,2016,Arizona
male,group C,high school,standard,none,62,67,58,2017,Massachusetts
female,group C,associate's degree,free/reduced,completed,56,68,70,2017,Illinois
female,group C,some high school,standard,none,65,69,76,2015,Maryland
female,group D,some high school,free/reduced,completed,69,86,81,2020,Michigan
male,group B,some high school,standard,none,68,54,53,2016,North Carolina
female,group A,some college,free/reduced,none,61,60,57,2018,Tennessee
female,group C,bachelor's degree,free/reduced,completed,74,86,89,2018,Tennessee
male,group A,bachelor's degree,standard,none,64,60,58,2018,Wisconsin
female,group B,high school,standard,completed,77,82,89,2019,Maryland
male,group B,some college,standard,none,58,50,45,2018,Missouri
female,group C,high school,standard,completed,60,64,74,2015,North Carolina
male,group E,high school,standard,none,73,64,57,2017,Virginia
female,group A,high school,standard,completed,75,82,79,2019,Virginia
male,group B,associate's degree,free/reduced,completed,58,57,53,2018,New York
female,group C,associate's degree,standard,none,66,77,73,2019,Illinois
female,group D,high school,free/reduced,none,39,52,46,2019,Washington
male,group C,some high school,standard,none,64,58,51,2017,Massachusetts
female,group B,high school,free/reduced,completed,23,44,36,2015,Wisconsin
male,group B,some college,free/reduced,completed,74,77,76,2017,North Carolina
female,group D,some high school,free/reduced,completed,40,65,64,2020,Tennessee
male,group E,master's degree,standard,none,90,85,84,2019,Georgia
male,group C,master's degree,standard,completed,91,85,85,2020,Washington
male,group D,high school,standard,none,64,54,50,2017,New York
female,group C,high school,standard,none,59,72,68,2017,Massachusetts
male,group D,associate's degree,standard,none,80,75,69,2015,Georgia
male,group C,master's degree,standard,none,71,67,67,2018,Georgia
female,group A,high school,standard,none,61,68,63,2016,Virginia
female,group E,some college,standard,none,87,85,93,2017,New York
male,group E,some high school,standard,none,82,67,61,2018,North Carolina
male,group C,some high school,standard,none,62,64,55,2017,Wisconsin
female,group B,bachelor's degree,standard,none,97,97,96,2018,Michigan
male,group B,some college,free/reduced,none,75,68,65,2015,North Carolina
female,group C,bachelor's degree,standard,none,65,79,81,2020,California
male,group B,high school,standard,completed,52,49,46,2019,Maryland
male,group C,associate's degree,free/reduced,none,87,73,72,2018,Florida
female,group C,associate's degree,standard,none,53,62,53,2018,Tennessee
female,group E,master's degree,free/reduced,none,81,86,87,2019,Michigan
male,group D,bachelor's degree,free/reduced,completed,39,42,38,2020,Washington
female,group C,some college,standard,completed,71,71,80,2016,Maryland
male,group C,associate's degree,standard,none,97,93,91,2018,Arizona
male,group D,some college,standard,completed,82,82,88,2016,Arizona
male,group C,high school,free/reduced,none,59,53,52,2019,Massachusetts
male,group B,associate's degree,standard,none,61,42,41,2018,Ohio
male,group E,associate's degree,free/reduced,completed,78,74,72,2015,Missouri
male,group C,associate's degree,free/reduced,none,49,51,51,2016,Wisconsin
male,group B,high school,standard,none,59,58,47,2015,Michigan
female,group C,some college,standard,completed,70,72,76,2019,Washington
male,group B,associate's degree,standard,completed,82,84,78,2015,Florida
male,group E,associate's degree,free/reduced,none,90,90,82,2015,Wisconsin
female,group C,bachelor's degree,free/reduced,none,43,62,61,2018,Massachusetts
male,group C,some college,free/reduced,none,80,64,66,2020,Arizona
male,group D,some college,standard,none,81,82,84,2020,Florida
male,group C,some high school,standard,none,57,61,54,2020,Virginia
female,group D,some high school,standard,none,59,72,80,2019,Missouri
female,group D,associate's degree,standard,none,64,76,74,2018,Maryland
male,group C,bachelor's degree,standard,completed,63,64,66,2015,Massachusetts
female,group E,bachelor's degree,standard,completed,71,70,70,2015,Massachusetts
female,group B,high school,free/reduced,none,64,73,71,2015,Ohio
male,group D,bachelor's degree,free/reduced,none,55,46,44,2015,Virginia
female,group E,associate's degree,standard,none,51,51,54,2020,California
female,group C,associate's degree,standard,completed,62,76,80,2019,Virginia
female,group E,associate's degree,standard,completed,93,100,95,2015,Wisconsin
male,group C,high school,free/reduced,none,54,72,59,2020,Ohio
female,group D,some college,free/reduced,none,69,65,74,2019,Pennsylvania
male,group D,high school,free/reduced,none,44,51,48,2018,Texas
female,group E,some college,standard,completed,86,85,91,2017,Missouri
female,group E,associate's degree,standard,none,85,92,85,2016,California
female,group A,master's degree,free/reduced,none,50,67,73,2015,Maryland
male,group D,some high school,standard,completed,88,74,75,2015,Georgia
female,group E,associate's degree,standard,none,59,62,69,2019,California
female,group E,some high school,free/reduced,none,32,34,38,2018,Tennessee
male,group B,high school,free/reduced,none,36,29,27,2020,Maryland
female,group B,some high school,free/reduced,completed,63,78,79,2016,Texas
male,group D,associate's degree,standard,completed,67,54,63,2020,Arizona
female,group D,some high school,standard,completed,65,78,82,2017,Florida
male,group D,master's degree,standard,none,85,84,89,2015,Georgia
female,group C,master's degree,standard,none,73,78,74,2015,Missouri
female,group A,high school,free/reduced,completed,34,48,41,2018,New York
female,group D,bachelor's degree,free/reduced,completed,93,100,100,2015,California
female,group D,some high school,free/reduced,none,67,84,84,2016,Colorado
male,group D,some college,standard,none,88,77,77,2017,Indiana
male,group B,high school,standard,none,57,48,51,2018,Massachusetts
female,group D,some college,standard,completed,79,84,91,2018,Pennsylvania
female,group C,bachelor's degree,free/reduced,none,67,75,72,2019,Arizona
male,group E,bachelor's degree,standard,completed,70,64,70,2016,Texas
male,group D,bachelor's degree,free/reduced,none,50,42,48,2019,New York
female,group A,some college,standard,none,69,84,82,2015,Florida
female,group C,bachelor's degree,standard,completed,52,61,66,2015,Arizona
female,group C,bachelor's degree,free/reduced,completed,47,62,66,2020,Texas
female,group B,associate's degree,free/reduced,none,46,61,55,2017,Georgia
female,group E,some college,standard,none,68,70,66,2019,Indiana
male,group E,bachelor's degree,standard,completed,100,100,100,2016,Georgia
female,group C,high school,standard,none,44,61,52,2017,Colorado
female,group C,associate's degree,standard,completed,57,77,80,2019,Arizona
male,group B,some college,standard,completed,91,96,91,2016,New York
male,group D,high school,free/reduced,none,69,70,67,2020,Texas
female,group C,high school,free/reduced,none,35,53,46,2020,Florida
male,group D,high school,standard,none,72,66,66,2020,Illinois
female,group B,associate's degree,free/reduced,none,54,65,65,2020,Wisconsin
male,group D,high school,free/reduced,none,74,70,69,2016,Georgia
male,group E,some high school,standard,completed,74,64,60,2015,California
male,group E,associate's degree,free/reduced,none,64,56,52,2020,California
female,group D,high school,free/reduced,completed,65,61,71,2018,Illinois
male,group E,associate's degree,free/reduced,completed,46,43,44,2019,Washington
female,group C,some high school,free/reduced,none,48,56,51,2020,Florida
male,group C,some college,free/reduced,completed,67,74,70,2019,Wisconsin
male,group D,some college,free/reduced,none,62,57,62,2019,North Carolina
male,group D,associate's degree,free/reduced,completed,61,71,73,2020,Colorado
male,group C,bachelor's degree,free/reduced,completed,70,75,74,2019,Massachusetts
male,group C,associate's degree,standard,completed,98,87,90,2015,Illinois
male,group D,some college,free/reduced,none,70,63,58,2016,Colorado
male,group A,associate's degree,standard,none,67,57,53,2016,Indiana
female,group E,high school,free/reduced,none,57,58,57,2020,New York
male,group D,some college,standard,completed,85,81,85,2016,Washington
male,group D,some high school,standard,completed,77,68,69,2019,Massachusetts
male,group C,master's degree,free/reduced,completed,72,66,72,2020,Ohio
female,group D,master's degree,standard,none,78,91,96,2015,Washington
male,group C,high school,standard,none,81,66,64,2020,Massachusetts
male,group A,some high school,free/reduced,completed,61,62,61,2015,Florida
female,group B,high school,standard,none,58,68,61,2018,Maryland
female,group C,associate's degree,standard,none,54,61,58,2018,Colorado
male,group B,high school,standard,none,82,82,80,2015,Michigan
female,group D,some college,free/reduced,none,49,58,60,2017,Texas
male,group B,some high school,free/reduced,completed,49,50,52,2018,Washington
female,group E,high school,free/reduced,completed,57,75,73,2020,Maryland
male,group E,high school,standard,none,94,73,71,2016,Virginia
female,group D,some college,standard,completed,75,77,83,2018,Texas
female,group E,some high school,free/reduced,none,74,74,72,2019,Missouri
male,group C,high school,standard,completed,58,52,54,2017,Ohio
female,group C,some college,standard,none,62,69,69,2016,Washington
male,group E,associate's degree,standard,none,72,57,62,2017,Ohio
male,group C,some college,standard,none,84,87,81,2020,Florida
female,group D,master's degree,standard,none,92,100,100,2018,Maryland
female,group D,high school,standard,none,45,63,59,2017,Washington
male,group C,high school,standard,none,75,81,71,2018,Washington
female,group A,some college,standard,none,56,58,64,2020,Pennsylvania
female,group D,some high school,free/reduced,none,48,54,53,2020,Missouri
female,group E,associate's degree,standard,none,100,100,100,2016,Massachusetts
female,group C,some high school,free/reduced,completed,65,76,75,2018,Missouri
male,group D,some college,standard,none,72,57,58,2016,Indiana
female,group D,some college,standard,none,62,70,72,2018,Wisconsin
male,group A,some high school,standard,completed,66,68,64,2018,Michigan
male,group C,some college,standard,none,63,63,60,2018,Colorado
female,group E,associate's degree,standard,none,68,76,67,2018,Pennsylvania
female,group B,bachelor's degree,standard,none,75,84,80,2019,Wisconsin
female,group D,bachelor's degree,standard,none,89,100,100,2015,Missouri
male,group C,some high school,standard,completed,78,72,69,2015,Florida
female,group A,high school,free/reduced,completed,53,50,60,2018,Missouri
female,group D,some college,free/reduced,none,49,65,61,2015,Maryland
female,group A,some college,standard,none,54,63,67,2018,Missouri
female,group C,some college,standard,completed,64,82,77,2015,Indiana
male,group B,some college,free/reduced,completed,60,62,60,2019,Georgia
male,group C,associate's degree,standard,none,62,65,58,2018,Pennsylvania
male,group D,high school,standard,completed,55,41,48,2017,Maryland
female,group C,associate's degree,standard,none,91,95,94,2015,Georgia
female,group B,high school,free/reduced,none,8,24,23,2015,Massachusetts
male,group D,some high school,standard,none,81,78,78,2020,Wisconsin
male,group B,some high school,standard,completed,79,85,86,2019,Colorado
female,group A,some college,standard,completed,78,87,91,2019,Tennessee
female,group C,some high school,standard,none,74,75,82,2018,California
male,group A,high school,standard,none,57,51,54,2016,Maryland
female,group C,associate's degree,standard,none,40,59,51,2017,Missouri
male,group E,some high school,standard,completed,81,75,76,2017,Ohio
female,group A,some high school,free/reduced,none,44,45,45,2018,Florida
female,group D,some college,free/reduced,completed,67,86,83,2016,Tennessee
male,group E,high school,free/reduced,completed,86,81,75,2020,Washington
female,group B,some high school,standard,completed,65,82,78,2016,Tennessee
female,group D,associate's degree,free/reduced,none,55,76,76,2019,Washington
female,group D,bachelor's degree,free/reduced,none,62,72,74,2016,New York
male,group A,high school,standard,none,63,63,62,2020,Pennsylvania
female,group E,master's degree,standard,completed,88,99,95,2019,Massachusetts
male,group C,high school,free/reduced,none,62,55,55,2015,Pennsylvania
female,group C,high school,free/reduced,completed,59,71,65,2015,Texas
female,group D,some college,standard,completed,68,78,77,2019,Colorado
female,group D,some college,free/reduced,none,77,86,86,2017,Indiana
female,group B,bachelor's degree,standard,none,72,72,74,2018,Texas
female,group C,some college,standard,completed,69,90,88,2015,Wisconsin
female,group B,master's degree,standard,none,90,95,93,2016,Michigan
male,group A,associate's degree,free/reduced,none,47,57,44,2017,Ohio
male,group C,some college,standard,none,76,78,75,2016,Florida
female,group B,associate's degree,standard,none,71,83,78,2019,Missouri
female,group B,some college,standard,completed,88,95,92,2020,Texas
male,group B,some college,free/reduced,none,40,43,39,2016,Georgia
male,group D,high school,free/reduced,completed,64,64,67,2017,Indiana
female,group B,high school,free/reduced,none,38,60,50,2016,Maryland
male,group C,associate's degree,standard,none,58,54,52,2019,North Carolina
male,group D,associate's degree,standard,none,40,52,43,2015,Massachusetts
female,group B,high school,standard,none,65,81,73,2017,Ohio
male,group A,some college,standard,completed,78,72,70,2018,Michigan
female,group A,master's degree,standard,none,50,53,58,2016,Indiana
female,group C,some high school,standard,none,69,75,78,2019,North Carolina
male,group C,high school,standard,none,88,89,86,2017,California
female,group B,some high school,free/reduced,none,18,32,28,2020,Arizona
male,group C,master's degree,free/reduced,completed,46,42,46,2016,New York
female,group C,associate's degree,free/reduced,none,54,58,61,2015,Maryland
male,group D,high school,standard,none,66,69,63,2017,Illinois
female,group B,some college,free/reduced,completed,65,75,70,2015,Illinois
male,group D,some college,standard,none,44,54,53,2018,Tennessee
female,group C,some high school,standard,none,69,73,73,2016,Washington
male,group D,bachelor's degree,free/reduced,completed,74,71,80,2020,Wisconsin
male,group A,master's degree,free/reduced,none,73,74,72,2018,Michigan
male,group B,some college,standard,none,69,54,55,2015,Florida
female,group C,bachelor's degree,standard,none,67,69,75,2017,Washington
male,group C,high school,standard,none,70,70,65,2019,Tennessee
female,group D,master's degree,standard,none,62,70,75,2015,Ohio
female,group D,some college,standard,none,69,74,74,2015,Michigan
female,group B,some college,standard,none,63,65,61,2018,North Carolina
female,group E,master's degree,free/reduced,none,56,72,65,2016,Colorado
male,group D,some college,standard,none,40,42,38,2016,Illinois
male,group E,some college,standard,none,97,87,82,2015,Colorado
male,group E,associate's degree,standard,completed,81,81,79,2019,California
female,group D,associate's degree,standard,none,74,81,83,2016,Colorado
female,group D,some high school,free/reduced,none,50,64,59,2016,Wisconsin
female,group D,associate's degree,free/reduced,completed,75,90,88,2015,Washington
male,group B,associate's degree,free/reduced,none,57,56,57,2017,Michigan
male,group C,associate's degree,free/reduced,none,55,61,54,2020,Virginia
female,group C,associate's degree,standard,none,58,73,68,2018,Pennsylvania
female,group B,associate's degree,standard,none,53,58,65,2020,Virginia
male,group B,some college,free/reduced,completed,59,65,66,2018,Michigan
female,group E,associate's degree,free/reduced,none,50,56,54,2020,California
male,group B,associate's degree,standard,none,65,54,57,2015,Missouri
female,group A,associate's degree,standard,completed,55,65,62,2016,Georgia
female,group C,high school,standard,none,66,71,76,2020,North Carolina
female,group D,associate's degree,free/reduced,completed,57,74,76,2017,New York
male,group C,high school,standard,completed,82,84,82,2017,Massachusetts
male,group E,some college,standard,none,53,55,48,2020,Missouri
male,group E,associate's degree,free/reduced,completed,77,69,68,2019,New York
male,group C,some college,standard,none,53,44,42,2020,Florida
male,group D,high school,standard,none,88,78,75,2017,Indiana
female,group C,some high school,free/reduced,completed,71,84,87,2019,Missouri
female,group C,high school,free/reduced,none,33,41,43,2019,Texas
female,group E,associate's degree,standard,completed,82,85,86,2015,New York
male,group D,associate's degree,standard,none,52,55,49,2017,Texas
male,group D,some college,standard,completed,58,59,58,2019,Arizona
female,group C,some high school,free/reduced,none,0,17,10,2016,Michigan
male,group E,bachelor's degree,free/reduced,completed,79,74,72,2017,North Carolina
male,group A,some high school,free/reduced,none,39,39,34,2019,Texas
male,group A,associate's degree,free/reduced,none,62,61,55,2017,Pennsylvania
female,group C,associate's degree,standard,none,69,80,71,2017,Pennsylvania
female,group D,some high school,standard,none,59,58,59,2017,Indiana
male,group B,some high school,standard,none,67,64,61,2017,Tennessee
male,group D,some high school,free/reduced,none,45,37,37,2016,Ohio
female,group C,some college,standard,none,60,72,74,2019,New York
male,group B,associate's degree,free/reduced,none,61,58,56,2017,Michigan
female,group C,associate's degree,standard,none,39,64,57,2015,Pennsylvania
female,group D,some college,free/reduced,completed,58,63,73,2015,New York
male,group D,some college,standard,completed,63,55,63,2017,Virginia
female,group A,associate's degree,free/reduced,none,41,51,48,2016,New York
male,group C,some high school,free/reduced,none,61,57,56,2019,Colorado
male,group C,some high school,standard,none,49,49,41,2018,Wisconsin
male,group B,associate's degree,free/reduced,none,44,41,38,2018,Illinois
male,group E,some high school,standard,none,30,26,22,2015,Maryland
male,group A,bachelor's degree,standard,completed,80,78,81,2015,North Carolina
female,group D,some high school,standard,completed,61,74,72,2020,Virginia
female,group E,master's degree,standard,none,62,68,68,2017,New York
female,group B,associate's degree,standard,none,47,49,50,2020,Arizona
male,group B,high school,free/reduced,none,49,45,45,2016,Florida
male,group A,some college,free/reduced,completed,50,47,54,2018,Virginia
male,group E,associate's degree,standard,none,72,64,63,2018,Wisconsin
male,group D,high school,free/reduced,none,42,39,34,2020,Maryland
female,group C,some college,standard,none,73,80,82,2019,Tennessee
female,group C,some college,free/reduced,none,76,83,88,2016,New York
female,group D,associate's degree,standard,none,71,71,74,2020,Washington
female,group A,some college,standard,none,58,70,67,2015,Colorado
female,group D,some high school,standard,none,73,86,82,2020,Arizona
female,group C,bachelor's degree,standard,none,65,72,74,2016,Colorado
male,group C,high school,free/reduced,none,27,34,36,2020,Massachusetts
male,group C,high school,standard,none,71,79,71,2019,New York
male,group C,associate's degree,free/reduced,completed,43,45,50,2020,Colorado
female,group B,some college,standard,none,79,86,92,2016,Ohio
male,group C,associate's degree,free/reduced,completed,78,81,82,2020,Tennessee
male,group B,some high school,standard,completed,65,66,62,2015,New York
female,group E,some college,standard,completed,63,72,70,2020,Texas
female,group D,some college,free/reduced,none,58,67,62,2017,Texas
female,group D,bachelor's degree,standard,none,65,67,62,2019,Tennessee
male,group B,some college,standard,none,79,67,67,2016,Michigan
male,group D,bachelor's degree,standard,completed,68,74,74,2018,Missouri
female,group D,associate's degree,standard,none,85,91,89,2015,Ohio
male,group B,high school,standard,completed,60,44,47,2019,Missouri
male,group C,some college,standard,completed,98,86,90,2018,Indiana
female,group C,some college,standard,none,58,67,72,2018,Colorado
female,group D,master's degree,standard,none,87,100,100,2015,Massachusetts
male,group E,associate's degree,standard,completed,66,63,64,2017,Georgia
female,group B,associate's degree,free/reduced,none,52,76,70,2016,Tennessee
female,group B,some high school,standard,none,70,64,72,2020,Colorado
female,group D,associate's degree,free/reduced,completed,77,89,98,2015,Missouri
male,group C,high school,standard,none,62,55,49,2017,Colorado
male,group A,associate's degree,standard,none,54,53,47,2019,Missouri
female,group D,some college,standard,none,51,58,54,2018,Illinois
female,group E,bachelor's degree,standard,completed,99,100,100,2019,Georgia
male,group C,high school,standard,none,84,77,74,2017,New York
female,group B,bachelor's degree,free/reduced,none,75,85,82,2015,Pennsylvania
female,group D,bachelor's degree,standard,none,78,82,79,2016,Virginia
female,group D,some high school,standard,none,51,63,61,2019,Maryland
female,group C,some college,standard,none,55,69,65,2019,Tennessee
female,group C,bachelor's degree,standard,completed,79,92,89,2018,Ohio
male,group B,associate's degree,standard,completed,91,89,92,2017,Florida
female,group C,some college,standard,completed,88,93,93,2019,Tennessee
male,group D,high school,free/reduced,none,63,57,56,2016,Maryland
male,group E,some college,standard,none,83,80,73,2018,Colorado
female,group B,high school,standard,none,87,95,86,2016,Georgia
male,group B,some high school,standard,none,72,68,67,2020,Arizona
male,group D,some college,standard,completed,65,77,74,2015,Missouri
male,group D,master's degree,standard,none,82,82,74,2019,Wisconsin
female,group A,bachelor's degree,standard,none,51,49,51,2020,Illinois
male,group D,master's degree,standard,none,89,84,82,2016,Texas
male,group C,some high school,free/reduced,completed,53,37,40,2018,Florida
male,group E,some college,free/reduced,completed,87,74,70,2020,Georgia
female,group C,some college,standard,completed,75,81,84,2020,Wisconsin
male,group D,bachelor's degree,free/reduced,completed,74,79,75,2019,Florida
male,group C,bachelor's degree,standard,none,58,55,48,2017,Indiana
male,group B,some high school,standard,completed,51,54,41,2017,Indiana
male,group E,high school,standard,none,70,55,56,2019,Ohio
female,group C,associate's degree,standard,none,59,66,67,2020,Florida
male,group D,some college,standard,completed,71,61,69,2020,Texas
female,group D,some high school,standard,none,76,72,71,2015,Maryland
female,group C,some college,free/reduced,none,59,62,64,2015,New York
female,group E,some college,free/reduced,completed,42,55,54,2015,Illinois
male,group A,high school,standard,none,57,43,47,2016,Massachusetts
male,group D,some college,standard,none,88,73,78,2015,Wisconsin
female,group C,some college,free/reduced,none,22,39,33,2015,Arizona
male,group B,some high school,standard,none,88,84,75,2017,Missouri
male,group C,associate's degree,free/reduced,none,73,68,66,2015,Ohio
female,group D,bachelor's degree,standard,completed,68,75,81,2020,Washington
male,group E,associate's degree,free/reduced,completed,100,100,93,2018,Illinois
male,group A,some high school,standard,completed,62,67,69,2016,Pennsylvania
male,group A,bachelor's degree,standard,none,77,67,68,2020,Virginia
female,group B,associate's degree,standard,completed,59,70,66,2016,Ohio
male,group D,bachelor's degree,standard,none,54,49,47,2016,Indiana
male,group D,some high school,standard,none,62,67,61,2017,Massachusetts
female,group C,some college,standard,completed,70,89,88,2018,Maryland
female,group E,high school,free/reduced,completed,66,74,78,2015,Illinois
male,group B,some college,free/reduced,none,60,60,60,2019,Missouri
female,group B,associate's degree,standard,completed,61,86,87,2018,Virginia
male,group D,associate's degree,free/reduced,none,66,62,64,2015,North Carolina
male,group B,associate's degree,free/reduced,completed,82,78,74,2020,Arizona
female,group E,some college,free/reduced,completed,75,88,85,2019,Maryland
male,group B,master's degree,free/reduced,none,49,53,52,2016,Florida
male,group C,high school,standard,none,52,53,49,2015,Michigan
female,group E,master's degree,standard,none,81,92,91,2015,Massachusetts
female,group C,bachelor's degree,standard,completed,96,100,100,2017,Missouri
male,group C,high school,free/reduced,completed,53,51,51,2017,Tennessee
female,group B,master's degree,free/reduced,completed,58,76,78,2015,Texas
female,group B,high school,standard,completed,68,83,78,2019,Wisconsin
female,group C,some college,free/reduced,completed,67,75,70,2019,Washington
male,group A,high school,standard,completed,72,73,74,2018,Michigan
male,group E,some high school,standard,none,94,88,78,2020,Illinois
female,group D,some college,standard,none,79,86,81,2017,Tennessee
female,group C,associate's degree,standard,none,63,67,70,2020,Ohio
female,group C,bachelor's degree,free/reduced,completed,43,51,54,2020,Virginia
female,group C,master's degree,standard,completed,81,91,87,2017,Maryland
female,group B,high school,free/reduced,completed,46,54,58,2015,Maryland
female,group C,associate's degree,standard,completed,71,77,77,2015,Tennessee
female,group B,master's degree,free/reduced,completed,52,70,62,2018,North Carolina
female,group D,some high school,standard,completed,97,100,100,2019,Georgia
male,group C,master's degree,free/reduced,completed,62,68,75,2019,Colorado
female,group C,some college,free/reduced,none,46,64,66,2018,Wisconsin
female,group E,high school,standard,none,50,50,47,2020,California
female,group D,associate's degree,standard,none,65,69,70,2017,North Carolina
male,group C,some high school,free/reduced,completed,45,52,49,2015,Tennessee
male,group C,associate's degree,free/reduced,completed,65,67,65,2020,Texas
male,group E,high school,standard,none,80,76,65,2016,Washington
male,group D,some high school,standard,completed,62,66,68,2020,Ohio
male,group B,some high school,free/reduced,none,48,52,45,2016,Virginia
female,group C,bachelor's degree,standard,none,77,88,87,2018,Tennessee
female,group E,associate's degree,standard,none,66,65,69,2018,North Carolina
male,group D,some college,standard,completed,76,83,79,2016,Washington
female,group B,some high school,standard,none,62,64,66,2015,Wisconsin
male,group D,some college,standard,completed,77,62,62,2016,Florida
female,group C,master's degree,standard,completed,69,84,85,2015,Tennessee
male,group D,associate's degree,standard,none,61,55,52,2015,Michigan
male,group C,some high school,free/reduced,completed,59,69,65,2018,New York
male,group E,high school,free/reduced,none,55,56,51,2020,Tennessee
female,group B,some college,free/reduced,none,45,53,55,2016,California
female,group B,bachelor's degree,free/reduced,none,78,79,76,2019,Texas
female,group C,associate's degree,standard,completed,67,84,86,2018,Massachusetts
female,group D,some college,free/reduced,none,65,81,77,2016,Texas
male,group C,associate's degree,standard,none,69,77,69,2020,Tennessee
female,group B,associate's degree,standard,none,57,69,68,2019,Colorado
male,group C,some college,standard,none,59,41,42,2017,Pennsylvania
male,group D,some high school,standard,completed,74,71,78,2016,Arizona
male,group E,bachelor's degree,standard,none,82,62,62,2016,Washington
male,group E,high school,standard,completed,81,80,76,2019,New York
female,group B,some college,free/reduced,none,74,81,76,2018,Pennsylvania
female,group B,some college,free/reduced,none,58,61,66,2016,California
male,group D,some high school,free/reduced,completed,80,79,79,2020,Maryland
male,group C,some college,free/reduced,none,35,28,27,2019,North Carolina
female,group C,high school,free/reduced,none,42,62,60,2015,Ohio
male,group C,associate's degree,free/reduced,completed,60,51,56,2015,Pennsylvania
male,group E,high school,standard,completed,87,91,81,2018,North Carolina
male,group B,some high school,standard,completed,84,83,75,2018,Pennsylvania
female,group E,associate's degree,free/reduced,completed,83,86,88,2015,Florida
female,group C,high school,free/reduced,none,34,42,39,2017,Texas
male,group B,high school,free/reduced,none,66,77,70,2017,Maryland
male,group B,some high school,standard,completed,61,56,56,2016,Illinois
female,group D,high school,standard,completed,56,68,74,2015,Virginia
male,group B,associate's degree,standard,none,87,85,73,2016,Tennessee
female,group C,some high school,free/reduced,none,55,65,62,2016,Tennessee
male,group D,some high school,standard,none,86,80,75,2015,Ohio
female,group B,associate's degree,standard,completed,52,66,73,2016,Michigan
female,group E,master's degree,free/reduced,none,45,56,54,2019,North Carolina
female,group C,some college,standard,none,72,72,71,2016,California
male,group D,high school,standard,none,57,50,54,2019,Wisconsin
male,group A,some high school,free/reduced,none,68,72,64,2019,Massachusetts
female,group C,some college,standard,completed,88,95,94,2020,North Carolina
male,group D,some college,standard,none,76,64,66,2020,Arizona
male,group C,associate's degree,standard,none,46,43,42,2020,Ohio
female,group B,bachelor's degree,standard,none,67,86,83,2016,Maryland
male,group E,some high school,standard,none,92,87,78,2016,North Carolina
male,group C,bachelor's degree,standard,completed,83,82,84,2017,California
male,group D,associate's degree,standard,none,80,75,77,2020,Arizona
male,group D,bachelor's degree,free/reduced,none,63,66,67,2020,Texas
female,group D,some high school,standard,completed,64,60,74,2015,Illinois
male,group B,some college,standard,none,54,52,51,2020,Michigan
male,group C,associate's degree,standard,none,84,80,80,2017,Virginia
male,group D,high school,free/reduced,completed,73,68,66,2016,Virginia
